Classement de fréquence,Lexème,Orthographe standard (dans les journaux),Lecture standard (en Hiragana),Nature
28238,どす黒い,どす黒い,どすぐろい,形容詞-一般
28238,円板,円板,えんばん,名詞-普通名詞-一般
28238,バイオリニスト,バイオリニスト,ばいおりにすと,名詞-普通名詞-一般
28238,大粒,大粒,おおつぶ,名詞-普通名詞-一般
28238,バギナ,バギナ,ばぎな,名詞-普通名詞-一般
28238,スタイリング,スタイリング,すたいりんぐ,名詞-普通名詞-一般
28238,ブルゾン,ブルゾン,ぶるぞん,名詞-普通名詞-一般
28238,だらりと,#N/D,,副詞
28238,叫喚,叫喚,きょうかん,名詞-普通名詞-一般
28238,横付け,横付け,よこづけ,名詞-普通名詞-サ変可能
28238,滅菌,滅菌,めっきん,名詞-普通名詞-サ変可能
28238,連射,連射,れんしゃ,名詞-普通名詞-サ変可能
28238,効き,危機,きき,名詞-普通名詞-一般
28238,特使,特使,とくし,名詞-普通名詞-一般
28238,直近,直近,ちょっきん,名詞-普通名詞-一般
28238,歌枕,歌枕,うたまくら,名詞-普通名詞-一般
28238,ノール■knoll,ノール,のーる,名詞-普通名詞-一般
28238,こりこり,コリコリ,こりこり,副詞
28238,黒門,黒門,くろもん,名詞-普通名詞-一般
28238,デリヘル,デリヘル,,名詞-普通名詞-一般
28238,租界,租界,そかい,名詞-普通名詞-一般
28238,コンソール,コンソール,こんそーる,名詞-普通名詞-一般
28238,下屋敷,下屋敷,しもやしき,名詞-普通名詞-一般
28238,ボストンバッグ,ボストンバッグ,ぼすとんばっぐ,名詞-普通名詞-一般
28238,暁星,暁星,ぎょうせい,名詞-普通名詞-一般
28238,イコン,イコン,いこん,名詞-普通名詞-一般
28238,桜色,桜色,さくらいろ,名詞-普通名詞-一般
28238,安保理,安保理,あんぽり,名詞-普通名詞-一般
28238,内角,内角,ないかく,名詞-普通名詞-一般
28238,イースター,イースター,いーすたー,名詞-普通名詞-一般
28238,評伝,評伝,ひょうでん,名詞-普通名詞-一般
28238,コンデンサー,コンデンサー,こんでんさー,名詞-普通名詞-一般
28238,青海苔,青のり,あおのり,名詞-普通名詞-一般
28238,千々,千々,ちぢ,名詞-普通名詞-一般
28238,薄闇,薄闇,うすやみ,名詞-普通名詞-一般
28238,クラリネット,クラリネット,くらりねっと,名詞-普通名詞-一般
28238,助け合い,助け合い,たすけあい,名詞-普通名詞-一般
28238,若宮,若宮,わかみや,名詞-普通名詞-一般
28238,クエスト,クエスト,,名詞-普通名詞-一般
28238,来店,来店,らいてん,名詞-普通名詞-サ変可能
28238,天帝,天帝,てんてい,名詞-普通名詞-一般
28238,姦淫,姦淫,かんいん,名詞-普通名詞-サ変可能
28238,髪質,#N/D,,名詞-普通名詞-一般
28238,疑獄,疑獄,ぎごく,名詞-普通名詞-一般
28238,積分,積分,せきぶん,名詞-普通名詞-サ変可能
28238,発券,発券,はっけん,名詞-普通名詞-サ変可能
28238,砲塔,砲塔,ほうとう,名詞-普通名詞-一般
28238,紅花,紅花,べにばな,名詞-普通名詞-一般
28238,御出座,お出まし,おでまし,名詞-普通名詞-一般
28238,ｄｈａ,ＤＨＡ,,名詞-普通名詞-一般
28238,班給,班給,はんきゅう,名詞-普通名詞-サ変可能
28238,カロチン,カロチン,かろちん,名詞-普通名詞-一般
28238,花入れ,花入れ,はないれ,名詞-普通名詞-一般
28238,ターム,ターム,たーむ,名詞-普通名詞-一般
28238,別記,別記,べっき,名詞-普通名詞-サ変可能
28238,ｄｄｔ,ＤＤＴ,でぃーでぃーてぃー,名詞-普通名詞-一般
28238,小二,小二,しょうに,名詞-普通名詞-一般
28238,戒壇,戒壇,かいだん,名詞-普通名詞-一般
28238,選好,選好,せんこう,名詞-普通名詞-サ変可能
28238,警衛,警衛,けいえい,名詞-普通名詞-サ変可能
28238,倍速,#N/D,,名詞-普通名詞-一般
28238,市制,市制,しせい,名詞-普通名詞-一般
28238,高一,高一,こういち,名詞-普通名詞-一般
28238,押捺,押捺,おうなつ,名詞-普通名詞-サ変可能
28238,再選,再選,さいせん,名詞-普通名詞-サ変可能
28238,メラニン,メラニン,めらにん,名詞-普通名詞-一般
28238,営農,営農,えいのう,名詞-普通名詞-一般
28238,鬱血,うっ血,うっけつ,名詞-普通名詞-サ変可能
28238,ルピア,ルピア,るぴあ,接尾辞-名詞的-助数詞
28238,舞姫,舞姫,まいひめ,名詞-普通名詞-一般
28238,来村,来村,らいそん,名詞-普通名詞-サ変可能
28238,ドーパミン,ドーパミン,どーぱみん,名詞-普通名詞-一般
28238,新派,新派,しんぱ,名詞-普通名詞-一般
28238,監部,監部,かんぶ,名詞-普通名詞-一般
28238,コンプレッサー,コンプレッサー,こんぷれっさー,名詞-普通名詞-一般
28238,御嶽,#N/D,,名詞-普通名詞-一般
28238,小乗,小乗,しょうじょう,名詞-普通名詞-一般
28238,巻き舌,巻き舌,まきじた,名詞-普通名詞-一般
28238,鉱毒,鉱毒,こうどく,名詞-普通名詞-一般
28238,防長,防長,ぼうちょう,名詞-普通名詞-一般
28238,国権,国権,こっけん,名詞-普通名詞-一般
28238,ゴッドファーザー,ゴッドファーザー,,名詞-普通名詞-一般
28238,鞆,とも,とも,名詞-普通名詞-一般
28238,新札,新札,しんさつ,名詞-普通名詞-一般
28238,作出,#N/D,,名詞-普通名詞-一般
28238,手箱,手箱,てばこ,名詞-普通名詞-一般
28238,貫乳,貫乳,かんにゅう,名詞-普通名詞-サ変可能
28238,鉄剣,鉄剣,てっけん,名詞-普通名詞-一般
28238,租借,そしゃく,そしゃく,名詞-普通名詞-サ変可能
28238,施規,施規,しき,名詞-普通名詞-一般
28238,くすっと,#N/D,,副詞
28238,祇王,祇王,ぎおう,名詞-普通名詞-一般
28238,公領,公領,こうりょう,名詞-普通名詞-一般
28238,デリバティブ,デリバティブ,でりばてぃぶ,名詞-普通名詞-一般
28238,奪い去る,#N/D,,動詞-一般
28238,拭い去る,ぬぐいさる,ぬぐいさる,動詞-一般
28238,引き回す,引き回す,ひきまわす,動詞-一般
28238,点す,とぼす,とぼす,動詞-一般
28238,語らう,語う,かたらう,動詞-一般
28238,免ずる,めんずる,めんずる,動詞-一般
28238,負ぶう,おぶう,おぶう,動詞-一般
28238,解き解す,解きほぐす,ときほぐす,動詞-一般
28238,謝する,しゃする,しゃする,動詞-一般
28238,言い伝える,言い伝える,いいつたえる,動詞-一般
28238,鍛え上げる,鍛え上げる,きたえあげる,動詞-一般
28238,くたばる,くたばる,くたばる,動詞-一般
28238,建て替える,建て替える,たてかえる,動詞-一般
28238,難ずる,難ずる,なんずる,動詞-一般
28238,眩く,転く,くるめく,動詞-一般
28688,調べ上げる,調べ上げる,しらべあげる,動詞-一般
28688,事足りる,事足りる,ことたりる,動詞-一般
28688,ほざく,ほざく,ほざく,動詞-一般
28688,立ち回る,立ち回る,たちまわる,動詞-一般
28688,掠る,かする,かする,動詞-一般
28688,奪い返す,#N/D,,動詞-一般
28688,ませる,ませる,ませる,動詞-一般
28688,湯掻く,ゆがく,ゆがく,動詞-一般
28688,泊まり込む,泊まり込む,とまりこむ,動詞-一般
28688,留め置く,留め置く,とめおく,動詞-一般
28688,宣う,のたまう,のたまう,動詞-一般
28688,産み落とす,産み落とす,うみおとす,動詞-一般
28688,打ち拉ぐ,打ちひしぐ,うちひしぐ,動詞-一般
28688,塗り付ける,塗りつける,ぬりつける,動詞-一般
28688,復する,服する,ふくする,動詞-一般
28688,転げる,転げる,ころげる,動詞-一般
28688,塗り込める,塗り込める,ぬりこめる,動詞-一般
28688,打ち倒す,打倒す,うちたおす,動詞-一般
28688,寄り集まる,寄り集まる,よりあつまる,動詞-一般
28688,所用,所用,しょよう,名詞-普通名詞-一般
28688,駄洒落,だじゃれ,だじゃれ,名詞-普通名詞-一般
28688,上げ下げ,上げ下げ,あげさげ,名詞-普通名詞-サ変可能
28688,烏滸がましい,おこがましい,おこがましい,形容詞-一般
28688,編み物,編み物,あみもの,名詞-普通名詞-一般
28688,直流,直流,ちょくりゅう,名詞-普通名詞-サ変可能
28688,目途,目途,もくと,名詞-普通名詞-一般
28688,夜更かし,夜ふかし,よふかし,名詞-普通名詞-サ変可能
28688,出来物,できもの,できもの,名詞-普通名詞-一般
28688,産休,産休,さんきゅう,名詞-普通名詞-一般
28688,番外,番外,ばんがい,名詞-普通名詞-一般
28688,色分け,色分け,いろわけ,名詞-普通名詞-サ変可能
28688,白羽,白羽,しらは,名詞-普通名詞-一般
28688,原題,原題,げんだい,名詞-普通名詞-一般
28688,行き当たり,行当たり,いきあたり,名詞-普通名詞-一般
28688,プリ■prix,ぷり,ぷり,名詞-普通名詞-一般
28688,水増し,水増し,みずまし,名詞-普通名詞-サ変可能
28688,叩きのめす,#N/D,,動詞-一般
28688,乳飲み,乳呑,ちのみ,名詞-普通名詞-一般
28688,担ぎ上げる,かつぎ上げる,かつぎあげる,動詞-一般
28688,初任,初任,しょにん,名詞-普通名詞-一般
28688,嚆矢,＊,こうし,名詞-普通名詞-一般
28688,不治,不治,ふじ,名詞-普通名詞-一般
28688,後略,後略,こうりゃく,名詞-普通名詞-一般
28688,急病,急病,きゅうびょう,名詞-普通名詞-一般
28688,丸印,丸印,まるじるし,名詞-普通名詞-一般
28688,近来,近来,きんらい,名詞-普通名詞-一般
28688,桁外れ,けた外れ,けたはずれ,形状詞-一般
28688,落雷,落雷,らくらい,名詞-普通名詞-サ変可能
28688,廃藩,廃藩,はいはん,名詞-普通名詞-一般
28688,通り掛かり,通りがかり,とおりがかり,名詞-普通名詞-一般
28688,矮小,わい小,わいしょう,名詞-普通名詞-形状詞可能
28688,礼賛,礼賛,らいさん,名詞-普通名詞-サ変可能
28688,雨降り,雨降り,あめふり,名詞-普通名詞-一般
28688,既知,既知,きち,名詞-普通名詞-一般
28688,ブルク,ブルク,ぶるく,名詞-普通名詞-一般
28688,臆面,おく面,おくめん,名詞-普通名詞-一般
28688,職歴,職歴,しょくれき,名詞-普通名詞-一般
28688,熱望,熱望,ねつぼう,名詞-普通名詞-サ変可能
28688,逃げ腰,逃げ腰,にげごし,名詞-普通名詞-形状詞可能
28688,照応,照応,しょうおう,名詞-普通名詞-サ変可能
28688,厳守,厳守,げんしゅ,名詞-普通名詞-サ変可能
28688,言い争い,言い争い,いいあらそい,名詞-普通名詞-サ変可能
28688,奇特,奇特,きとく,名詞-普通名詞-形状詞可能
28688,担ぎ込む,かつぎ込む,かつぎこむ,動詞-一般
28688,絞り,しぼり,しぼり,名詞-普通名詞-一般
28688,激論,激論,げきろん,名詞-普通名詞-サ変可能
28688,実弟,実弟,じってい,名詞-普通名詞-一般
28688,謀,謀,はかりごと,名詞-普通名詞-一般
28688,混浴,混浴,こんよく,名詞-普通名詞-サ変可能
28688,力付ける,力づける,ちからづける,動詞-一般
28688,再燃,再燃,さいねん,名詞-普通名詞-サ変可能
28688,端々,端々,はしばし,名詞-普通名詞-一般
28688,女工,女工,じょこう,名詞-普通名詞-一般
28688,自活,自活,じかつ,名詞-普通名詞-サ変可能
28688,ぼうぼう,ぼうぼう,ぼうぼう,副詞
28688,ｓｏｓ,ＳＯＳ,えすおーえす,名詞-普通名詞-一般
28688,オリエンタル,オリエンタル,おりえんたる,名詞-普通名詞-一般
28688,簪,かんざし,かんざし,名詞-普通名詞-一般
28688,両県,両県,りょうけん,名詞-普通名詞-一般
28688,ちゃっかり,ちゃっかり,ちゃっかり,副詞
28688,エーカー,エーカー,えーかー,接尾辞-名詞的-助数詞
28688,蜂の巣,ハチの巣,はちのす,名詞-普通名詞-一般
28688,本分,本分,ほんぶん,名詞-普通名詞-一般
28688,ガードレール,ガードレール,がーどれーる,名詞-普通名詞-一般
28688,ばり,張り,ばり,副詞
28688,身の丈,身の丈,みのたけ,名詞-普通名詞-一般
28688,返礼,返礼,へんれい,名詞-普通名詞-サ変可能
28688,ちょっかい,ちょっかい,ちょっかい,名詞-普通名詞-一般
28688,楡,楡,にれ,名詞-普通名詞-一般
28688,点呼,点呼,てんこ,名詞-普通名詞-サ変可能
28688,語感,語感,ごかん,名詞-普通名詞-一般
28688,ポプラ,ポプラ,ぽぷら,名詞-普通名詞-一般
28688,幼女,幼女,ようじょ,名詞-普通名詞-一般
28688,遜色,そん色,そんしょく,名詞-普通名詞-一般
28688,賭け事,かけ事,かけごと,名詞-普通名詞-一般
28688,延焼,延焼,えんしょう,名詞-普通名詞-サ変可能
28688,勇者,勇者,ゆうしゃ,名詞-普通名詞-一般
28688,続発,続発,ぞくはつ,名詞-普通名詞-サ変可能
28688,詳らか,審,つまびらか,形状詞-一般
28688,木こり,きこり,きこり,名詞-普通名詞-一般
28688,稚拙,稚拙,ちせつ,名詞-普通名詞-形状詞可能
28688,ファクシミリ,ファクシミリ,ふぁくしみり,名詞-普通名詞-一般
28688,救,救,,名詞-普通名詞-一般
28688,強打,強打,きょうだ,名詞-普通名詞-サ変可能
28688,勇,勇,ゆう,名詞-普通名詞-一般
28688,番犬,番犬,ばんけん,名詞-普通名詞-一般
28688,密封,密封,みっぷう,名詞-普通名詞-サ変可能
28688,清廉,清廉,せいれん,名詞-普通名詞-形状詞可能
28688,ペリカン,ペリカン,ぺりかん,名詞-普通名詞-一般
28688,マスコット,マスコット,ますこっと,名詞-普通名詞-一般
28688,瀟洒,＊,しょうしゃ,形状詞-一般
28688,相補,相補,そうほ,名詞-普通名詞-サ変可能
28688,先鞭,先鞭,せんべん,名詞-普通名詞-一般
28688,プランニング,プランニング,ぷらんにんぐ,名詞-普通名詞-サ変可能
28688,版図,ハント,はんと,名詞-普通名詞-一般
28688,帷子,かたびら,かたびら,名詞-普通名詞-一般
28688,混濁,混濁,こんだく,名詞-普通名詞-サ変可能
28688,物々,ブツブツ,ぶつぶつ,名詞-普通名詞-一般
28688,増水,増水,ぞうすい,名詞-普通名詞-サ変可能
28688,扮装,扮装,ふんそう,名詞-普通名詞-サ変可能
28688,地政,地政,ちせい,名詞-普通名詞-一般
28688,パープル,パープル,ぱーぷる,名詞-普通名詞-一般
28688,かちんと,かちんと,かちんと,副詞
28688,銃砲,銃砲,じゅうほう,名詞-普通名詞-一般
28688,免,免,めん,接尾辞-名詞的-一般
28688,口吻,口吻,こうふん,名詞-普通名詞-一般
28688,異状,異状,いじょう,名詞-普通名詞-一般
28688,木彫り,木彫り,きぼり,名詞-普通名詞-一般
28688,低廉,低廉,ていれん,名詞-普通名詞-形状詞可能
28688,悪玉,悪玉,あくだま,名詞-普通名詞-一般
28688,赤ら顔,赤ら顔,あからがお,名詞-普通名詞-一般
28688,群島,群島,ぐんとう,名詞-普通名詞-一般
28688,勘当,勘当,かんどう,名詞-普通名詞-サ変可能
28688,暗躍,暗躍,あんやく,名詞-普通名詞-サ変可能
28688,びりびり,ビリビリ,びりびり,副詞
28688,絶え絶え,絶え絶え,たえだえ,形状詞-一般
28688,同県,同県,どうけん,名詞-普通名詞-一般
28688,住み分け,すみ分け,すみわけ,名詞-普通名詞-一般
28688,然々,しかじか,しかじか,名詞-普通名詞-一般
28688,定宿,定宿,じょうやど,名詞-普通名詞-一般
28688,千人,千人,せんにん,名詞-普通名詞-一般
28688,流氷,流氷,りゅうひょう,名詞-普通名詞-一般
